recipedetails,S0-Q1-yesno
"Heat enough oil in a large pan. Add the cloves, cinnamon and cardamom, when the aroma rises add the chopped onions and slit green chilly. Saute for few minutes and add the broccoli, mushrooms and tomatoes. Fry for 2 mins. Add the chilly powder, turmeric powder, required salt and ground paste. Add enough water, cover the pan with a lid and cook the curry until the broccoli is tender and curry becomes thick.",no
"One of the tricks to the incredible flavor in this risotto is the broth so lets start there. In a saucepan over medium heat add 3 Tbsp butter and all the mushrooms. Season with salt and pepper. Once a good amount of the moisture is cooked out of the mushrooms and they are lightly browned add in the vegetable broth, water and chopped parsley. Simmer for 20 minutes and voila, beautiful",yes
"One of the tricks to the incredible flavor in this risotto is the broth so lets start there. In a saucepan over medium heat add 3 Tbsp butter and all the mushrooms. Season with salt and pepper. Once a good amount of the moisture is cooked out of the mushrooms and they are lightly browned add in the vegetable broth, water and chopped parsley. Simmer for 20 minutes and voila, beautiful mushroom broth.",yes
"One of the tricks to the incredible flavor in this risotto is the broth so lets start there. In a saucepan over medium heat add 3 Tbsp butter and all the mushrooms. Season with salt and pepper. Once a good amount of the moisture is cooked out of the mushrooms and they are lightly browned add in the vegetable broth, water and chopped parsley. Simmer for 20 minutes and voila, beautiful mushroom broth. Once the broth has been cooking for 15 minutes you can go ahead and start the risotto. In a large sauté pan (the rice will plump up quite a bit!) over medium low heat add 3 Tbsp butter and the oil. Add the onion and garlic and cook until softened. Season with salt and pepper. Next add in the arborio rice and toss to coat well with the mixture. Continue to stir until the rice is toasted and opaque (clear with just a speck of white in the center of the grain).",yes
"One of the tricks to the incredible flavor in this risotto is the broth so lets start there. In a saucepan over medium heat add 3 Tbsp butter and all the mushrooms. Season with salt and pepper. Once a good amount of the moisture is cooked out of the mushrooms and they are lightly browned add in the vegetable broth, water and chopped parsley. Simmer for 20 minutes and voila, beautiful mushroom broth. Once the broth has been cooking for 15 minutes you can go ahead and start the risotto. In a large sauté pan (the rice will plump up quite a bit!) over medium low heat add 3 Tbsp butter and the oil. Add the onion and garlic and cook until softened. Season with salt and pepper. Next add in the arborio rice and toss to coat well with the mixture. Continue to stir until the rice is toasted and opaque (clear with just a speck of white in the center of the grain). At this point the fabulous broth will be ready, keep it over low heat. Using a slotted spoon add the mushrooms from the broth into the risotto and mix to combine.",yes
"One of the tricks to the incredible flavor in this risotto is the broth so lets start there. In a saucepan over medium heat add 3 Tbsp butter and all the mushrooms. Season with salt and pepper. Once a good amount of the moisture is cooked out of the mushrooms and they are lightly browned add in the vegetable broth, water and chopped parsley. Simmer for 20 minutes and voila, beautiful mushroom broth. Once the broth has been cooking for 15 minutes you can go ahead and start the risotto. In a large sauté pan (the rice will plump up quite a bit!) over medium low heat add 3 Tbsp butter and the oil. Add the onion and garlic and cook until softened. Season with salt and pepper. Next add in the arborio rice and toss to coat well with the mixture. Continue to stir until the rice is toasted and opaque (clear with just a speck of white in the center of the grain). At this point the fabulous broth will be ready, keep it over low heat. Using a slotted spoon add the mushrooms from the broth into the risotto and mix to combine. Add in the wine and continue stirring until the wine is all absorbed. Next, add a couple ladles of broth to the rice and continue stirring until absorbed. You will continue doing this process until the rice is completely cooked through and the risotto is creamy. Taste and adjust seasoning if necessary with salt and pepper.",yes
"One of the tricks to the incredible flavor in this risotto is the broth so lets start there. In a saucepan over medium heat add 3 Tbsp butter and all the mushrooms. Season with salt and pepper. Once a good amount of the moisture is cooked out of the mushrooms and they are lightly browned add in the vegetable broth, water and chopped parsley. Simmer for 20 minutes and voila, beautiful mushroom broth. Once the broth has been cooking for 15 minutes you can go ahead and start the risotto. In a large sauté pan (the rice will plump up quite a bit!) over medium low heat add 3 Tbsp butter and the oil. Add the onion and garlic and cook until softened. Season with salt and pepper. Next add in the arborio rice and toss to coat well with the mixture. Continue to stir until the rice is toasted and opaque (clear with just a speck of white in the center of the grain). At this point the fabulous broth will be ready, keep it over low heat. Using a slotted spoon add the mushrooms from the broth into the risotto and mix to combine. Add in the wine and continue stirring until the wine is all absorbed. Next, add a couple ladles of broth to the rice and continue stirring until absorbed. You will continue doing this process until the rice is completely cooked through and the risotto is creamy. Taste and adjust seasoning if necessary with salt and pepper. You don't want to overcook this otherwise you'll end up with a very sticky clumpy risotto. In the end you want to see each grain on its own. You can certainly add a little more broth if you want a looser consistency then I have pictured at the top. Finish it off with a sprinkle of fresh chopped parsley.",yes
"One of the tricks to the incredible flavor in this risotto is the broth so lets start there. In a saucepan over medium heat add 3 Tbsp butter and all the mushrooms. Season with salt and pepper. Once a good amount of the moisture is cooked out of the mushrooms and they are lightly browned add in the vegetable broth, water and chopped parsley. Simmer for 20 minutes and voila, beautiful mushroom broth. Once the broth has been cooking for 15 minutes you can go ahead and start the risotto. In a large sauté pan (the rice will plump up quite a bit!) over medium low heat add 3 Tbsp butter and the oil. Add the onion and garlic and cook until softened. Season with salt and pepper. Next add in the arborio rice and toss to coat well with the mixture. Continue to stir until the rice is toasted and opaque (clear with just a speck of white in the center of the grain). At this point the fabulous broth will be ready, keep it over low heat. Using a slotted spoon add the mushrooms from the broth into the risotto and mix to combine. Add in the wine and continue stirring until the wine is all absorbed. Next, add a couple ladles of broth to the rice and continue stirring until absorbed. You will continue doing this process until the rice is completely cooked through and the risotto is creamy. Taste and adjust seasoning if necessary with salt and pepper. You don't want to overcook this otherwise you'll end up with a very sticky clumpy risotto. In the end you want to see each grain on its own. You can certainly add a little more broth if you want a looser consistency then I have pictured at the top. Finish it off with a sprinkle of fresh chopped parsley. and grated cheese if you'd like. I have mine served over sautéed broccoli rabe.",yes
"Heat oil in a saucepan or large skillet over medium-high heat. Add onion and garlic; saute 5 minutes. Stir in balsamic vinegar and next 9 ingredients; bring to a boil. Reduce heat to medium, and cook, uncovered, about 15 minutes. Stir in parsley.",yes
"Heat oil in a saucepan or large skillet over medium-high heat. Add onion and garlic; saute 5 minutes. Stir in balsamic vinegar and next 9 ingredients; bring to a boil. Reduce heat to medium, and cook, uncovered, about 15 minutes. Stir in parsley. Cook pasta according to package directions. In a large serving bowl, toss the cooked and drained pasta with the arrabbiata sauce and serve.",yes
